Wing_Length,Beak_Length,Tail_Length,Body_Weight,Label
12.496714153011233,2.2798710873172006,7.662410862512809,16.18438488424522,0.0
11.861735698828815,2.184926736582554,7.927740664642241,18.279229978440995,0.0
12.647688538100692,2.011926073984035,7.603790039500019,19.17278893315671,0.0
13.523029856408025,1.8706126444588853,7.84601923518048,23.77537531468038,0.0
11.765846625276664,2.139644662722718,7.053192666523107,21.113106249067517,0.0
11.76586304305082,2.07869707708435,8.106646853686469,17.32903686180022,0.0
13.579212815507391,2.1790386440055465,8.000602737681112,20.972072578835274,0.0
12.767434729152908,2.1270343603363937,7.591455684465904,16.90539202212327,0.0
11.530525614065049,2.209910543063867,8.329622834216202,22.165382107774146,0.0
12.542560043585965,1.8929529576878865,8.468785068813279,19.05775069636424,0.0
11.536582307187537,2.263478813126865,7.196220067815513,19.81272762252166,0.0
11.534270246429744,2.03951992093848,7.618637610716893,22.651593295084382,0.0
12.241962271566035,2.4150521745250533,7.615428825106351,17.4256728628315,0.0
10.086719755342202,1.8621624363820863,7.530048449445568,17.20576362977402,0.0
10.275082167486968,2.34719276063305,8.414737420965874,18.832801347307992,0.0
11.437712470759028,2.0395821566925294,7.903086930613599,22.076757702038634,0.0
10.987168879665576,1.8697163992771104,7.867742579344695,16.961307849046314,0.0
12.314247332595274,1.9032228331891357,6.998068817796623,14.335688803778861,0.0
11.091975924478788,1.935930538361136,8.317709015104613,19.097682283182003,0.0
10.587696298664708,2.084833189280383,7.380370802573264,21.10348159982184,0.0
13.465648768921554,2.1045670976071,8.029966315133164,22.400523499477657,0.0
11.774223699513465,1.8852599992122843,8.138688468979096,19.0736772758292,0.0
12.067528204687925,1.9951290815478033,8.680329297919325,19.177146785767995,0.0
10.575251813786544,2.428454071722373,7.345589800440444,22.307801468511496,0.0
11.455617275474818,2.3455086340201423,6.490243922089587,16.260516600609158,0.0
12.110922589709865,2.0872647339348065,8.091924772376847,19.222958449633982,0.0
10.849006422577697,2.00760069563364,8.900255590755426,20.380847779850114,0.0
12.375698018345672,2.0240062653436524,8.619473176469718,20.898437442570067,0.0
11.399361310081195,2.1227035945460835,8.104829707637313,18.980386613618236,0.0
11.708306250206723,1.7954414869603188,7.754181907183976,20.068882023411682,0.0
11.398293387770604,1.948524692515331,8.403561298318655,15.023345293174021,0.0
13.852278184508938,1.6662831852244822,7.513226900147766,18.683503175332305,0.0
11.986502775262066,2.079844624521056,8.23817888467811,20.907017425108936,0.0
10.9422890710441,2.129439187940548,8.252735079583314,18.035411931490643,0.0
12.822544912103188,1.9033627075401252,8.53010495374944,20.117968443179194,0.0
10.779156350028977,2.3147973526580063,9.37983001945554,20.893745001605396,0.0
12.208863595004756,1.7548468673995317,8.196207983589384,19.31490159828447,0.0
10.040329876120225,1.707125023958036,7.745518187146251,20.340927541993143,0.0
10.67181395110157,2.0448903637119944,7.987212843904003,18.074534869430774,0.0
12.196861235869124,2.209419660522431,7.115462047555441,19.586777440607907,0.0
12.73846657999541,2.336785538291574,7.652643434455471,21.220432339178444,0.0
12.17136828118997,1.908223147426212,7.795358780943448,20.313945921936867,0.0
11.884351717611759,2.215736166686259,7.737955801032704,18.82693746087213,0.0
11.698896304410711,1.9922983060998585,8.076177436016861,20.448432808581586,0.0
